decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
profile:LA_CA_L:google:cid:2780829454184804647,LA_CA_L,google:cid:2780829454184804647,VetCheck Animal Hospital,"15618 Whittwood Ln Ste A, Whittier, CA 90603",business_listings,Veterinarian,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:2329387890553899643,LA_CA_L,google:cid:2329387890553899643,Via Care Cesar Chavez Health Center,"4755 E Cesar E Chavez Ave, East Los Angeles, CA 90022",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:3342886849513431181,LA_CA_L,google:cid:3342886849513431181,Vistasol Medical Group,"1000 W Whittier Blvd, Montebello, CA 90640",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:15894421741168241952,LA_CA_L,google:cid:15894421741168241952,"Vivienne Lago, DDS (Lyons Dental Place)","25846 McBean Pkwy, Santa Clarita, CA 91355",business_listings,Cosmetics store,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:17870772743849719591,LA_CA_L,google:cid:17870772743849719591,Watts Healthcare - Watts Health Center,"10300 Compton Ave, Los Angeles, CA 90002",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:12666400545154698834,LA_CA_L,google:cid:12666400545154698834,Wesley Health Centers - Weingart Clinic,"515 E 6th St, Los Angeles, CA 90021",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:17148503378792403798,LA_CA_L,google:cid:17148503378792403798,Wesley Health Clinic,"522 San Pedro St, Los Angeles, CA 90013",maps_core,Medical group,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:17578519269912760366,LA_CA_L,google:cid:17578519269912760366,White Memorial Community Health Center - Plaza III,"1828 E Cesar E Chavez Ave, Los Angeles, CA 90033",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:11311635005790691978,LA_CA_L,google:cid:11311635005790691978,Wong Jessica Pea MD,"6000 N Figueroa St, Highland Park, CA 90042",business_listings,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:3964067785989222189,LA_CA_L,google:cid:3964067785989222189,Workforce Resource & Management Group,"5150 CA-1, Long Beach, CA 90804",business_listings,Consultant,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:5546745703059237379,LA_CA_L,google:cid:5546745703059237379,Yang Bao Bin MD,"149 N 6th St, Montebello, CA 90640",business_listings,Cardiologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:5839081733048392970,LA_CA_L,google:cid:5839081733048392970,ZendyHealth,"1200 Santee St #201, Los Angeles, CA 90015",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:4212176812316508,LA_CA_L,google:cid:4212176812316508,britebar,"8040 1/2 W 3rd St, Los Angeles, CA 90048",business_listings,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:920815215444172769,Macon_GA_M,google:cid:920815215444172769,"Bibb Family Practice Associates, PC","721 Riverside Dr Ln, Macon, GA 31201",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:1534350822973718534,Macon_GA_M,google:cid:1534350822973718534,"Christy Peterson, MD","777 Hemlock St, Macon, GA 31201",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:4171506959279104195,Macon_GA_M,google:cid:4171506959279104195,Dental Prosthetics Inc,"250 Holt Ave, Macon, GA 31201",maps_core|maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:13851859704788848363,Macon_GA_M,google:cid:13851859704788848363,Dixie Dental Laboratory,"929 Oglethorpe St, Macon, GA 31201",maps_core|maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:17539974982494019878,Macon_GA_M,google:cid:17539974982494019878,Dr. Sean Dawson,"540 Hemlock St, Macon, GA 31201",maps_specialist,Otolaryngologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:15706617772192173359,Macon_GA_M,google:cid:15706617772192173359,First Choice Primary Care: Rountree Rhonda MD,"770 Walnut St # 7A, Macon, GA 31201",maps_core,Registered general nurse,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:8002298691966476598,Macon_GA_M,google:cid:8002298691966476598,Ford and Ivey Family Dentistry,"1902 Forsyth St, Macon, GA 31201",business_listings|maps_core|maps_specialist,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:1164194923902499357,Macon_GA_M,google:cid:1164194923902499357,Hudspeth Animal Hospital,"510 Pio Nono Ave, Macon, GA 31204",maps_core,Animal hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:4691704608957327781,Macon_GA_M,google:cid:4691704608957327781,Jasmine Edwards,"205 Tom Hill Sr Blvd Ste B, Macon, GA 31210",business_listings|maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:14174239940159880544,Macon_GA_M,google:cid:14174239940159880544,Macon Holistic,"1080 3rd St Ste 200, Macon, GA 31201",maps_core,Acupuncture clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:2901706586290473193,Macon_GA_M,google:cid:2901706586290473193,Macon Oral & Maxillofacial Surgery,"2060 Bowman Pk, Macon, GA 31210",business_listings|maps_core|maps_specialist,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:2683486518035905913,Macon_GA_M,google:cid:2683486518035905913,Macon VA Clinic,"5566 Thomaston Rd, Macon, GA 31220",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:4599951736689123327,Macon_GA_M,google:cid:4599951736689123327,Macon Volunteer Clinic,"770 Walnut St, Macon, GA 31201",maps_core|maps_specialist,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:3061704451647397410,Macon_GA_M,google:cid:3061704451647397410,Macon/Bibb County Health Department,"1600 Forsyth St, Macon, GA 31201",maps_core,Nurse practitioner,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:15348972201900678381,Macon_GA_M,google:cid:15348972201900678381,Meservey & Associates,"830 Mulberry St Ste 104, Macon, GA 31201",maps_core,Insurance agency,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:5092421755361531038,Macon_GA_M,google:cid:5092421755361531038,Moore Macon Dental Co,"6254 Hawkinsville Rd, Macon, GA 31216",maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:2483200121336417676,Macon_GA_M,google:cid:2483200121336417676,Navicent Health,"1014 Forsyth St, Macon, GA 31201",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:135096128598810680,Macon_GA_M,google:cid:135096128598810680,North Central Health District,"201 2nd St, Macon, GA 31201",maps_core,State government office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:13606485017043046279,Macon_GA_M,google:cid:13606485017043046279,OrthoGeorgia Orthopaedic Urgent Care | Macon,"3708 Northside Dr Bldg A Suite U, Macon, GA 31210",maps_specialist,Urgent care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:2153322022831931157,Macon_GA_M,google:cid:2153322022831931157,Piedmont Orthopedics | OrthoAtlanta,"1501 Bass Rd, Macon, GA 31210",maps_specialist,Orthopedic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:8892776709892276774,Macon_GA_M,google:cid:8892776709892276774,"Piedmont Orthopedics | OrthoAtlanta: Jared Hudspeth, MD","1501 Bass Rd, Macon, GA 31210",maps_specialist,Orthopedic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:9822245018392334566,Macon_GA_M,google:cid:9822245018392334566,Primary Pediatrics,"5300 Bowman Rd, Macon, GA 31210",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:344545106069074183,Macon_GA_M,google:cid:344545106069074183,Stallings Dental Co Inc,"381 Corbin Ave, Macon, GA 31204",maps_core|maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Macon_GA_M:google:cid:13284838367573234959,Macon_GA_M,google:cid:13284838367573234959,Walmart Health Center,"6020 Harrison Rd Suite B, Macon, GA 31206",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Malone_NY_S:google:cid:541838781872141519,Malone_NY_S,google:cid:541838781872141519,Mountain Medical Urgent Care,"3372 US-11, Malone, NY 12953",maps_core,Urgent care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Malone_NY_S:google:cid:10461143223377172280,Malone_NY_S,google:cid:10461143223377172280,"St Lawrence Dental Studio,PLLC","46 Elm St, Malone, NY 12953",maps_core|maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:17135547689108652897,Modesto_CA_M,google:cid:17135547689108652897,A-Team Dental Staffing L.L.C,"931 10th St Ste 265, Modesto, CA 95354",maps_core|maps_specialist,Temp agency,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:14835100972851037427,Modesto_CA_M,google:cid:14835100972851037427,"Charles Suntra, M.D.","600 Coffee Rd, Modesto, CA 95355",maps_specialist,Otolaryngologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:13537947721777705517,Modesto_CA_M,google:cid:13537947721777705517,Golden Valley Health Centers—Medical Clinic,"1717 Las Vegas St Ste 101, Modesto, CA 95358",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:3193422547009580336,Modesto_CA_M,google:cid:3193422547009580336,Grace Dental of Modesto,"3125 Coffee Rd #7, Modesto, CA 95355",business_listings|maps_core|maps_specialist,Dental clinic|Doctor,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:15300263323432157318,Modesto_CA_M,google:cid:15300263323432157318,Health Plan of San Joaquin,"1025 J St, Modesto, CA 95354",maps_core,Health insurance agency,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:3859868203878199545,Modesto_CA_M,google:cid:3859868203878199545,Standiford Family Dental,"2000 Standiford Ave # A, Modesto, CA 95350",business_listings|maps_core|maps_specialist,Dental clinic|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:6148293870664026869,Modesto_CA_M,google:cid:6148293870664026869,Strider Orthodontic Labs,"121 Downey Ave #209A, Modesto, CA 95354",maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:16563616195610006741,Modesto_CA_M,google:cid:16563616195610006741,Valley Oak Pediatrics,"4120 Prescott Rd B, Modesto, CA 95356",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Modesto_CA_M:google:cid:1196518838397738143,Modesto_CA_M,google:cid:1196518838397738143,Walls Dental Implant and Oral Surgical Arts,"1316 Coffee Rd Bldg E, Modesto, CA 95355",business_listings|maps_core|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6634882456670101173,NYC_NY_L,google:cid:6634882456670101173,3CK Complete Health & Family Dentistry,"139 Centre St, New York, NY 10013",business_listings|maps_core|maps_specialist,Dental clinic|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:1196111142762645885,NYC_NY_L,google:cid:1196111142762645885,3D Imaging Inc,"1560 Broadway, New York, NY 10036",business_listings,Medical diagnostic imaging center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15322627160932991390,NYC_NY_L,google:cid:15322627160932991390,AV Sleep Company,"635 Madison Ave Fl 19, New York, NY 10022",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7177437249452483103,NYC_NY_L,google:cid:7177437249452483103,Advanced Medical & Dental,"147-12 Rockaway Blvd, Jamaica, NY 11436",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15663490496687216379,NYC_NY_L,google:cid:15663490496687216379,Advantage Care Health Centers,"230 Hanse Ave, Freeport, NY 11520",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15902478855329350188,NYC_NY_L,google:cid:15902478855329350188,"Advantage Care Health Centers, Brookville, Freeport","189 Wheatley Rd, Glen Head, NY 11545",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5387079785170282649,NYC_NY_L,google:cid:5387079785170282649,Ahava Medical,"16 Sumner Pl, Brooklyn, NY 11206",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:36045056295983553,NYC_NY_L,google:cid:36045056295983553,Akpinar Bill B,"61-10 Marathon Pkwy, Flushing, NY 11362",business_listings,Acupuncturist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11264510238293180608,NYC_NY_L,google:cid:11264510238293180608,All Dental Technology,"86-25 Whitney Ave #1, Elmhurst, NY 11373",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7617309210467543931,NYC_NY_L,google:cid:7617309210467543931,"Antonia Sarris, LCSW","25 Chapel St, Brooklyn, NY 11201",business_listings,Social services organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18324274402083215110,NYC_NY_L,google:cid:18324274402083215110,Apicha Community Health Center - Jackson Heights-Queens,"82-11 37th Ave, Jackson Heights, NY 11372",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15502555001169980906,NYC_NY_L,google:cid:15502555001169980906,Aquatic Rehabilitation Center,"1659 78th St, Brooklyn, NY 11214",business_listings,Rehabilitation center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8627939193481494640,NYC_NY_L,google:cid:8627939193481494640,Art Investment Consultancy,"851 5th Ave, New York, NY 10065",business_listings,Art gallery,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15795670956715437029,NYC_NY_L,google:cid:15795670956715437029,Aspire Health Solutions,"8 Davison Plaza, East Rockaway, NY 11518",business_listings,Home health care service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3395348879050996542,NYC_NY_L,google:cid:3395348879050996542,BMS Family Health and Wellness Centers@Ashford,"650 Ashford St, Brooklyn, NY 11207",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5699955828418129941,NYC_NY_L,google:cid:5699955828418129941,Be Well Primary Health Care Center,"3007 Farragut Rd, Brooklyn, NY 11210",business_listings,Internist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9629879480313591668,NYC_NY_L,google:cid:9629879480313591668,Betances Health Center,"280 Henry St, New York, NY 10002",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15683005696867321391,NYC_NY_L,google:cid:15683005696867321391,Boston Road Medical Center,"1262 Boston Rd, Bronx, NY 10456",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3600468229068136232,NYC_NY_L,google:cid:3600468229068136232,Brightens Teeth Whitening,"209 67th St, Brooklyn, NY 11220",business_listings,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8021997415936633695,NYC_NY_L,google:cid:8021997415936633695,Brighter Smiles New York,"2130 Adam Clayton Powell Jr Blvd, New York, NY 10027",business_listings,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:16423535341868293306,NYC_NY_L,google:cid:16423535341868293306,BronxCare - Ogden Family Medical and Dental,"1067 Ogden Ave, Bronx, NY 10451",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6226833835766794545,NYC_NY_L,google:cid:6226833835766794545,BronxCare Third Avenue Medical and Dental Practice,"2739 3rd Ave, Bronx, NY 10451",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:4889158453415494831,NYC_NY_L,google:cid:4889158453415494831,Brookdale Family Care Center - New Lots,"465 New Lots Ave, Brooklyn, NY 11207",business_listings,Medical office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6263446382272302887,NYC_NY_L,google:cid:6263446382272302887,Brooklyn Medcare,"445 Kings Hwy Fl 2, Brooklyn, NY 11223",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:16296289560891316346,NYC_NY_L,google:cid:16296289560891316346,CEC Health Care - Glen Cove,"113 Glen Cove Ave, Glen Cove, NY 11542",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15999846683421955017,NYC_NY_L,google:cid:15999846683421955017,Carroll Gardens Veterinary Group,"455 Court St, Brooklyn, NY 11231",business_listings,Veterinarian,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9088123712092137469,NYC_NY_L,google:cid:9088123712092137469,Center for Hemifacial Microsomia and Ear Deformities,"1991 Marcus Ave #102, North New Hyde Park, NY 11042",business_listings,Pediatric ophthalmologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3675758136041550130,NYC_NY_L,google:cid:3675758136041550130,"Century Medical & Dental Center | Brooklyn, Downtown","200 Livingston St, Brooklyn, NY 11201",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11156333151333039142,NYC_NY_L,google:cid:11156333151333039142,"Century Medical & Dental Center | Brooklyn, Gravesend","260 Avenue X, Brooklyn, NY 11223",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8026919671469686565,NYC_NY_L,google:cid:8026919671469686565,Century Medical & Dental Center | South Bronx,"425 Westchester Ave, Bronx, NY 10455",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11995089308409799053,NYC_NY_L,google:cid:11995089308409799053,Charles B. Wang Community Health Center,"125 Walker St 2nd fl, New York, NY 10013",business_listings|maps_core,Dental clinic|Medical Center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5427215135935540092,NYC_NY_L,google:cid:5427215135935540092,Charles B. Wang Community Health Center,"131-72 40th Rd 4th Floor, Flushing, NY 11354",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14802067086695398071,NYC_NY_L,google:cid:14802067086695398071,Children's Aid - Dunlevy Milbank Center,"14-32 W 118th St, New York, NY 10026",business_listings,Non-profit organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5545151789808744503,NYC_NY_L,google:cid:5545151789808744503,Children's Aid: Bronx Health Center,"910 E 172nd St, Bronx, NY 10460",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17004471597383832894,NYC_NY_L,google:cid:17004471597383832894,Clinton Hill Dental,"136 St James Pl, Brooklyn, NY 11238",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7171405538689679713,NYC_NY_L,google:cid:7171405538689679713,Coffee and Consulting LLC,"1633 E 15th St, Brooklyn, NY 11229",business_listings,Bookkeeping service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15412192422553827058,NYC_NY_L,google:cid:15412192422553827058,Columbia University College of Dental Medicine,"622 W 168th St, New York, NY 10032",business_listings,Dental school,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12688400926869408311,NYC_NY_L,google:cid:12688400926869408311,ColumbiaDoctors - Midtown,"51 W 51st St, New York, NY 10019",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18215599179706511684,NYC_NY_L,google:cid:18215599179706511684,ColumbiaDoctors - Pediatrics,"3959 Broadway, New York, NY 10032",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7797290965946195780,NYC_NY_L,google:cid:7797290965946195780,Community Healthcare Network – Lower East Side / Catherine M. Abate,"255 E Houston St, New York, NY 10002",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12592558756776222246,NYC_NY_L,google:cid:12592558756776222246,Community Healthcare Network – Williamsburg,"94-98 Manhattan Ave, Brooklyn, NY 11206",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:162871782998748986,NYC_NY_L,google:cid:162871782998748986,Community Healthcare Network- Sutphin Boulevard,"97-04 Sutphin Blvd, Jamaica, NY 11435",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:1290860409165681602,NYC_NY_L,google:cid:1290860409165681602,Creodent Prosthetics NYC,"545 W 45th St 11th Floor, New York, NY 10036",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:425119728771502051,NYC_NY_L,google:cid:425119728771502051,DC 37 Health Center,"115 Chambers St, New York, NY 10007",maps_core,Dental insurance agency,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
