decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
profile:NYC_NY_L:google:cid:2531488091746922490,NYC_NY_L,google:cid:2531488091746922490,DG Dental Lab,"2O67, McDonald Ave, Brooklyn, NY 11223",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18233353287968621355,NYC_NY_L,google:cid:18233353287968621355,DR. MICHAEL ZEMELMAN,"250 S End Ave, New York, NY 10280",business_listings|maps_core|maps_specialist,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18239375735290298326,NYC_NY_L,google:cid:18239375735290298326,Damian Family Health Center,"137-50 Jamaica Ave, Jamaica, NY 11435",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10495702058127544915,NYC_NY_L,google:cid:10495702058127544915,"Daria Vasilyeva, DDS, PhD","51 W 51st St, New York, NY 10019",business_listings,Pathologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14451968844571406591,NYC_NY_L,google:cid:14451968844571406591,"Daria Vasilyeva, DDS, PhD","622 W 168th St, New York, NY 10032",business_listings,Pathologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17978388638694044920,NYC_NY_L,google:cid:17978388638694044920,"Daria Vasilyeva, DDS, PhD","1244 Amsterdam Ave, New York, NY 10027",business_listings,Pathologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15450182623930209060,NYC_NY_L,google:cid:15450182623930209060,"Darryl Wu, DDS/","41 Elizabeth St #303, New York, NY 10013",business_listings|maps_core|maps_specialist,Medical clinic|Pediatric dentist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3053711292195176961,NYC_NY_L,google:cid:3053711292195176961,"Deborah M. Swiderski, MD","111 E 210th St, Bronx, NY 10467",business_listings,Internist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:2531339453826353617,NYC_NY_L,google:cid:2531339453826353617,Dental | Billing | Dentistry billing,"19 Green Acres Rd S, Valley Stream, NY 11581",business_listings,Medical billing service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5452137540325187513,NYC_NY_L,google:cid:5452137540325187513,Devonshire House,"28 E 10th St, New York, NY 10003",business_listings,Condominium complex,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6751498398807244111,NYC_NY_L,google:cid:6751498398807244111,"Dr. Alicia Massop-Flowers, DO","131-30 Merrick Blvd, Jamaica, NY 11434",business_listings,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8516860510085333250,NYC_NY_L,google:cid:8516860510085333250,Dr. Caroline Nup,"2 Allen St, New York, NY 10002",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14729043579708094485,NYC_NY_L,google:cid:14729043579708094485,Dr. Donald Tanenbaum,"630 5th Ave Ste. 1857, New York, NY 10111",business_listings,Pain management physician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9953255016073954045,NYC_NY_L,google:cid:9953255016073954045,Dr. Frank Lo,"80 Broad St, New York, NY 10004",business_listings,Physical therapist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3709896841534179427,NYC_NY_L,google:cid:3709896841534179427,"Dr. Kamran Foroughi, DDS","225 Broadway, New York, NY 10007",maps_core|maps_specialist,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:295538574977635025,NYC_NY_L,google:cid:295538574977635025,Dr. Lawrence Weiss,"9323 Avenue L, Brooklyn, NY 11236",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12624793362500748108,NYC_NY_L,google:cid:12624793362500748108,Dr. Luzmarina Coffey,"220 13th St, Brooklyn, NY 11215",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15164199505872784181,NYC_NY_L,google:cid:15164199505872784181,Dr. Michael Devito,"6 E 45th St Rm 1200, New York, NY 10017",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15310307393337248434,NYC_NY_L,google:cid:15310307393337248434,Dr. Michael Yeung,"217 Grand St #801, New York, NY 10013",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14098049555746310178,NYC_NY_L,google:cid:14098049555746310178,Dr. Nai Yan Lam,"198 Canal St Ste 402, New York, NY 10013",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18309720280738893048,NYC_NY_L,google:cid:18309720280738893048,"Dr. Nojan Bakhtiari, DDS - TMJ & Orofacial Pain Specialist","41 Park Ave #1B, New York, NY 10016",business_listings,Pain management physician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12561385290095799208,NYC_NY_L,google:cid:12561385290095799208,Dr. Oleg Zusin,"543A Hempstead Tpke # Nassau, 543 Hempstead Turnpike, West Hempstead, NY 11552",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9768454306702895582,NYC_NY_L,google:cid:9768454306702895582,Dr. Omid Arastehmanesh,"5313 New Utrecht Ave, Brooklyn, NY 11219",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6451845079583961423,NYC_NY_L,google:cid:6451845079583961423,Dr. Opal Goodridge,"462 1st Ave, New York, NY 10016",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6164055533882993300,NYC_NY_L,google:cid:6164055533882993300,Dr. Rakesh Khilwani,"2279 Hempstead Tpke, East Meadow, NY 11554",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6881627921830420633,NYC_NY_L,google:cid:6881627921830420633,Dr. Siamak Rambod,"72-21 Vleigh Pl, Kew Gardens Hills, NY 11367",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18392408133497536919,NYC_NY_L,google:cid:18392408133497536919,Dr. Steve Yusupov,"475 Seaview Ave, Staten Island, NY 10305",business_listings,Otolaryngologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:4073480024654379131,NYC_NY_L,google:cid:4073480024654379131,Dr. Steve Yusupov,"7009 Austin St, Queens, NY 11375",business_listings,Otolaryngologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12260773327504859179,NYC_NY_L,google:cid:12260773327504859179,"Dr. mihai M. oral, DDS","299 Broadway, New York, NY 10007",maps_specialist,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17274019314189391120,NYC_NY_L,google:cid:17274019314189391120,East Broadway Dental Center,"17 E Broadway Ste 701, New York, NY 10002",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:13229558951120245285,NYC_NY_L,google:cid:13229558951120245285,Efficient Medical Care PC,"168-40 Highland Ave, Jamaica, NY 11432",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5725267993414120448,NYC_NY_L,google:cid:5725267993414120448,El Nuevo San Juan Health Center- Urban Health Plan,"1065 Southern Blvd #8, Bronx, NY 10459",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11137533837021434023,NYC_NY_L,google:cid:11137533837021434023,Elegant Dental Laboratory,"2308 McDonald Ave, Brooklyn, NY 11223",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:2554296775765797210,NYC_NY_L,google:cid:2554296775765797210,"Elizabeth Marie Philipone, DMD","622 W 168th St, New York, NY 10032",business_listings,Pathologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7149865794800718825,NYC_NY_L,google:cid:7149865794800718825,Emergency Dentist,"2200 85th St, Brooklyn, NY 11214",business_listings,General practitioner,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:2393560917753722612,NYC_NY_L,google:cid:2393560917753722612,Epel Lidia M DDS,"165 N Village Ave Apartment 102, Rockville Centre, NY 11570",business_listings,General practitioner,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3393784019642761753,NYC_NY_L,google:cid:3393784019642761753,Ezra Medical Center - 13th Avenue,"3710 13th Ave, Brooklyn, NY 11218",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:86366606213307897,NYC_NY_L,google:cid:86366606213307897,"Fabysmiles – Dental, Medical, Medspa & Aesthetic Recruitment","211 E 43rd St, New York, NY 10017",business_listings,Employment agency,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17106224640588947992,NYC_NY_L,google:cid:17106224640588947992,Family Health Center of Harlem,"1824 Madison Ave, New York, NY 10035",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3257959083374607564,NYC_NY_L,google:cid:3257959083374607564,First Family Care Medical and Dental,"701 Avenue U, Brooklyn, NY 11223",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6100373059996867428,NYC_NY_L,google:cid:6100373059996867428,First Medcare Medical Clinic,"8707 Flatlands Ave, Brooklyn, NY 11236",business_listings,Medical group,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:13427374556145665831,NYC_NY_L,google:cid:13427374556145665831,"Flushing Dental Implant, Oral & Facial Surgery","134-43 Maple Ave, Flushing, NY 11355",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9727980239065075705,NYC_NY_L,google:cid:9727980239065075705,Galaxy Dental Alliance,"275 S Main St #2b, Freeport, NY 11520",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3392797540311704278,NYC_NY_L,google:cid:3392797540311704278,Geld Rejuvenation Dentistry,"635 Madison Ave #19, New York, NY 10022",business_listings,Pain control clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15971631033806517776,NYC_NY_L,google:cid:15971631033806517776,Geoffrey Halberstadt,"364 Merrick Rd, Rockville Centre, NY 11570",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:13439767516404994175,NYC_NY_L,google:cid:13439767516404994175,Grand Central Oral & Maxillofacial Surgery,"Corner of, 353 Lexington Ave, E 40th St #700, New York, NY 10016",business_listings|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:16105709133484141066,NYC_NY_L,google:cid:16105709133484141066,H&M Dental Lab,"35-21 149th St Ph 2d, Flushing, NY 11354",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:16663843916775862898,NYC_NY_L,google:cid:16663843916775862898,Hammer Health Sciences Building - Columbia University Irving Medical Center,"701 W 168th St, New York, NY 10032",business_listings,Medical school,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
